batch,3lanahdw - Epoch-avg,1ife0qil - Epoch-avg,tfvtshog - Epoch-avg,433ue2xx - Epoch-avg,e0dedoks - Epoch-avg,2lfb1f90 - Epoch-avg,mdpd09s2 - Epoch-avg,3f1szh6n - Epoch-avg,2o0lr4zq - Epoch-avg,73as3he7 - Epoch-avg,3sjxadky - Epoch-avg,1ygq8soq - Epoch-avg,3gz7izya - Epoch-avg,1u3xq86f - Epoch-avg,9pdaam52 - Epoch-avg,1eu9086i - Epoch-avg,38qfqzgl - Epoch-avg,gisbw50a - Epoch-avg,1ueeneqe - Epoch-avg,2vzwcwtv - Epoch-avg,3olusoh7 - Epoch-avg,hcvf3a5h - Epoch-avg,l0xvi90b - Epoch-avg,2pzhu18n - Epoch-avg
73,-530.4700221,-1411.881199,-1295.3574,-1021.85893,-761.3121814,-486.4735885,-326.6464565,-617.5633845,-808.1584439,-860.381633,-470.1442539,-595.4482267,-640.1727223,-951.3656677,-921.6578879,-379.5589407,-663.7655548,-1132.548775,-625.4144001,-556.6934197,-804.9579212,-574.2589002,-362.7366682,-1584.861662
74,-579.2948033,-1323.398238,-1616.326773,-539.2283196,-530.7824455,-337.033931,-167.3206121,-473.7756814,-271.183906,-947.2149103,-197.2542163,-459.6808815,-647.5678938,-755.1620823,-887.9516054,-331.3938405,-587.8860775,-951.1532225,-643.4350124,-1165.6682,-852.5148399,-895.9498512,-226.8980034,-1146.954961
75,-410.1556019,-1277.040721,-1427.957226,-764.5078409,-914.9166267,-486.1857468,-290.6901736,-667.3016089,-405.55609,-1003.733582,-1175.510403,-319.3449388,-1019.28731,-1164.191514,-819.4549235,-388.6206068,-399.5354514,-1100.90545,-619.9778684,-425.8796558,-789.5210446,-756.8547478,-516.9972067,-1476.179654
76,-169.4565268,-1313.357346,-1342.255924,-729.8582025,-980.0849159,-521.9397102,-281.5455615,-335.2288392,-748.9890561,-833.7012171,-772.9342534,-892.9214582,-1083.979086,-959.7609615,-1097.389737,-265.7898467,-309.2683681,-939.9212425,-760.8680023,-472.5208974,-718.449909,-811.1802294,-622.3647784,-1333.486684
77,-194.0097164,-1269.682905,-1383.96481,-306.0593327,-641.7593238,-555.4824174,-165.9151467,-907.1871265,-651.6244786,-966.0758706,-679.5635607,-1092.99647,-1094.39397,-1100.818372,-1024.576135,-266.5971037,-612.7878046,-985.9540577,-902.4163076,-523.0241535,-486.2324493,-761.6680775,-716.551193,-1485.928051
78,-276.7528522,-1319.08333,-1354.388147,-1182.191262,-682.1973184,-383.9203455,-65.59429837,-649.7391368,-925.8381692,-803.3134695,-399.3823567,-1055.301163,-1035.472437,-939.1395948,-758.9284839,-667.64261,-569.3995792,-954.2246655,-1080.244988,-553.1347788,-823.1381521,-831.4207802,-329.8054486,-1416.002747
79,-128.9138238,-1363.229311,-1430.682954,-829.8501439,-748.5929556,-614.3498321,-165.7926833,-739.2626881,-1163.147331,-800.2446224,-1073.214333,-967.0305112,-1028.188083,-1096.901535,-1003.470408,-305.4333591,-696.8128218,-875.8025174,-1193.008528,-511.8821711,-1218.381487,-338.3946557,-866.3569708,-1276.565546
80,-291.269602,-1379.726763,-1398.143966,-987.1666961,-795.233349,-855.5156294,-285.8638977,-690.9122653,-834.7686351,-908.0838501,-1249.071548,-1009.121835,-647.2886261,-1359.044915,-1073.188554,-419.4157487,-888.7933922,-977.0050166,-1225.198012,-877.6357014,-1142.666914,-166.1625383,-790.3559526,-1399.451274
81,-237.6829991,-1410.894118,-1490.870759,-1141.648068,-638.5488868,-621.3950553,-460.8632519,-676.0319433,-1178.546152,-1195.983329,-845.3751402,-1181.931772,-936.1363121,-853.2178489,-933.1533077,-348.8695425,-870.8123941,-945.4574984,-1183.558975,-587.5625437,-1182.569562,-434.128203,-690.7384548,-1490.667748
82,-198.0977626,-1475.842127,-1522.887259,-925.8580656,-425.9455426,-399.8008926,-384.8313083,-919.9808743,-1024.008607,-802.2202167,-504.3422087,-1219.893829,-1046.751327,-1237.161608,-904.8376438,-364.8923784,-791.2112909,-818.5546617,-1037.972111,-484.694301,-1300.185946,-493.732726,-301.391833,-1339.466058
83,-525.4559002,-1371.140323,-1289.582611,-805.8723578,-179.4963444,-610.8277005,-758.7222717,-940.7854586,-1138.018241,-730.7565414,-296.7993628,-864.3468337,-1037.157308,-983.0645816,-1119.109058,-242.4353179,-1035.315365,-962.1940478,-728.1705152,-1063.433327,-1262.578288,-967.6095437,-377.9682249,-1466.644575
84,-619.0413161,-1228.685946,-1541.147446,-793.5217496,-568.7333705,-455.3003538,-160.3209401,-851.9447188,-1158.407835,-1198.210679,-499.0262651,-941.1379593,-846.5391952,-1127.097158,-1152.932351,-197.8693477,-664.6588628,-792.4831887,-802.0103444,-1104.994294,-1237.310312,-1071.921737,-553.3702292,-1460.335672
85,-950.581893,-1473.121261,-1499.761572,-1387.925174,-713.040024,-422.8606886,-254.7005957,-858.5029928,-1269.709188,-1127.053232,-569.4914373,-641.8896875,-657.8610314,-1367.009912,-923.5771131,-392.8539558,-769.8045611,-806.0078083,-879.7983614,-969.4031683,-1238.719255,-795.6979724,-516.50384,-1568.706088
86,-597.2855464,-1457.620038,-1625.717626,-706.8778888,-844.0060609,-810.0562854,-225.1162774,-870.7422852,-1363.585502,-993.9732903,-429.1037242,-956.5919308,-649.1889584,-555.8297359,-883.3552004,-835.9850959,-689.769176,-790.1137506,-906.7029443,-527.0422016,-1147.765784,-933.3487167,-770.9394476,-1455.334805
87,-568.0452548,-1533.174876,-1537.958906,-891.1116741,-838.2693765,-469.4922791,-479.3417886,-1067.97258,-1254.516222,-1024.981283,-947.6508734,-1043.302005,-755.7706907,-745.1584777,-873.4611971,-966.0170138,-594.9972029,-625.870287,-940.8622553,-255.4123273,-1020.903418,-803.6536058,-1304.679252,-1401.176943
88,-631.3415082,-1482.917506,-1526.798386,-709.2120408,-852.1296558,-410.0310485,-1061.291629,-1162.940629,-1173.498568,-707.8207077,-1057.856796,-1278.788162,-902.448285,-1164.786003,-1030.701404,-346.4175539,-167.2092319,-666.2954549,-1228.886598,-784.2128363,-676.2444767,-1325.750699,-706.1797213,-1532.684078
89,-514.6199515,-1539.554765,-1454.505841,-1036.236904,-1009.856995,-342.6107719,-934.9656785,-895.3133735,-913.9472265,-842.2719295,-624.0850107,-795.0535926,-1252.827666,-1077.522566,-830.3343752,-206.3942457,-318.1517595,-646.3850645,-1309.567322,-589.2382241,-760.4129286,-1117.248052,-673.5746357,-1426.326195
90,-767.0505143,-1584.2397,-1401.890118,-936.9286498,-1145.855483,-519.1987919,-711.0543198,-993.1422543,-821.9267367,-871.7109917,-347.6288879,-1221.069362,-1070.520546,-475.8085669,-915.03325,-686.9230161,-333.0005115,-828.2256476,-1092.80842,-451.1156296,-777.4401346,-244.6687362,-985.0368908,-1485.010327
91,-762.962585,-1586.965107,-1457.796122,-966.8689616,-1271.928307,-305.8445045,-653.1414378,-716.4537919,-683.044838,-644.0010813,-402.5682647,-836.2754953,-1033.516555,-1151.101788,-889.5681084,-735.5507461,-311.6280479,-784.5237319,-1004.866604,-946.7341495,-626.4458429,-1024.911174,-196.1025864,-1346.60439
92,-779.6412487,-1523.100092,-1446.66637,-898.9878667,-1307.318281,-932.8522692,-602.9136057,-899.1849769,-851.1177568,-1089.764322,-136.6031745,-913.8734874,-1054.253565,-321.6508804,-971.7899848,-424.254113,-291.9331693,-739.5922265,-1064.166544,-231.6621787,-952.7331478,-695.3510856,-1299.813787,-1335.171265
93,-729.5176523,-1530.168157,-1521.107559,-1095.67119,-1317.978632,-548.5364016,-650.920701,-957.0217381,-972.6368727,-916.1076912,-196.837257,-192.577643,-1074.051844,-588.0856258,-994.9201721,-263.7415574,-225.2202117,-698.8581688,-997.8252474,-169.9143904,-1310.693393,-877.5888757,-718.6374046,-1504.961237
94,-824.728934,-1487.475892,-1547.560159,-919.7401102,-1235.434527,-469.3467752,-135.0228325,-928.3479004,-836.9572374,-778.3673861,-269.3387404,-883.6709047,-1356.745521,-812.8820767,-859.3106905,-615.1140783,-568.6932391,-907.3735516,-973.9356597,-328.8473201,-1263.40441,-451.7129666,-1292.029132,-1569.639448
95,-768.0227819,-1523.202746,-1542.653249,-884.5885441,-1313.488971,-353.5419282,-1028.522115,-1091.16551,-1166.617496,-1083.438805,-424.5962523,-763.8180773,-1385.084529,-927.7699011,-841.0046946,-443.3556679,-226.9510626,-911.9220187,-1051.286191,-708.5525105,-1047.884252,-677.795661,-1302.709677,-1540.991212
96,-814.2486168,-1578.702291,-1533.133993,-1266.688578,-1330.503497,-386.704444,-898.9978942,-794.1553361,-809.9452267,-1111.296969,-348.5738659,-485.3526887,-1394.691999,-461.5365074,-1003.196945,-472.4973831,-164.5519561,-857.4310457,-939.9029197,-1010.356083,-998.3586694,-628.1966437,-758.6872463,-1599.383349
97,-918.1684292,-1559.68706,-1520.771835,-775.2773215,-1325.135675,-495.7239402,-239.2516431,-867.5545565,-1147.924863,-909.3155938,-665.1288507,-703.3140698,-1413.129653,-360.6002777,-858.8780541,-166.0838676,-204.4242692,-884.9987873,-1312.109202,-782.6807516,-1161.673489,-708.2999085,-1123.442972,-1457.718913
98,-1011.264544,-1600.744318,-1431.534308,-559.4038039,-1297.643895,-649.3198884,-323.0222724,-801.4293373,-1166.92901,-803.7837041,-454.5569582,-1133.248816,-1447.805257,-485.7124455,-900.5244014,-433.7058375,-427.8184056,-876.3068072,-1052.644831,-430.9672017,-986.5375258,-676.9189877,-680.9278703,-1432.83074
99,-1020.472925,-1553.060721,-1491.257891,-1083.928612,-1382.93282,-567.99305,-228.3690778,-789.707371,-1007.926512,-984.9938967,-409.6826078,-441.4710265,-1241.057922,-307.5903834,-837.3027491,-934.9371664,-1157.847036,-1019.139833,-937.0424862,-772.6261361,-943.7258593,-833.5929268,-165.0044408,-1505.032294
100,-1185.623799,-1498.340348,-1571.093873,-364.4194459,-1170.454881,-408.1395397,-162.2213463,-956.3403826,-944.8820338,-1082.047566,-835.4481577,-689.8614868,-1163.708158,-828.2230057,-889.0896668,-394.8096549,-968.7422615,-915.085584,-1236.123567,-793.2774301,-995.3687029,-608.0737822,-435.1021078,-1470.992614
101,-1081.90236,-1607.804539,-1536.283974,-418.3627555,-1252.943259,-468.6817556,-221.9554268,-630.6428307,-1168.11647,-753.8332659,-916.0549601,-784.5553933,-833.2527904,-163.4585964,-814.9538975,-196.4049019,-647.2048217,-999.4266643,-1271.214019,-784.2404364,-1098.938603,-1256.063523,-1097.421741,-1428.044622
102,-989.2360346,-1470.729261,-1486.072983,-1193.944359,-1360.162689,-272.9672427,-558.6372827,-811.170528,-882.9151091,-411.9835083,-476.7474543,-789.6808875,-950.875055,-275.4550777,-136.9181748,-603.406912,-133.7296385,-1067.207869,-1327.955118,-747.3642649,-989.7141817,-1257.942079,-601.387439,-1347.656715
103,-902.4108009,-1437.931494,-1611.684087,-857.1301967,-536.9351859,-782.4239571,-917.8047074,-1006.683959,-1004.218578,-983.7723933,-582.5045706,-1189.601079,-1168.031077,-531.1403956,-1035.763577,-1143.732516,-262.0274768,-986.3739316,-1030.16306,-802.9443344,-966.7892504,-915.6535822,-449.9144905,-1481.739344
104,-1001.237995,-1065.973267,-1533.473729,-958.8467464,-1216.453068,-646.9291621,-261.5146194,-1124.520225,-1159.91915,-1022.483017,-261.4723553,-938.6163634,-1106.989965,-958.5979108,-750.4416416,-1007.059112,-353.3762611,-1322.462969,-1575.091465,-795.9593885,-958.2302285,-1111.940701,-337.7534651,-1391.373503
105,-1171.671336,-1482.841425,-1552.123538,-1089.326027,-1213.176968,-570.9958458,-95.61180527,-1090.532794,-1008.23551,-1361.923465,-288.2752357,-383.685739,-1177.67302,-431.5547495,-1127.625481,-678.4240574,-667.6599913,-1110.341365,-1562.543481,-1038.963467,-1000.03063,-1260.881232,-863.6518858,-1354.256246
106,-974.4929441,-1321.277447,-1568.614206,-1006.110519,-1225.702313,-305.369389,-129.8841676,-1155.5497,-1096.797931,-873.7656101,-161.2496734,-1078.599177,-1127.736343,-657.915589,-1164.23689,-764.0154169,-1074.224866,-1005.738452,-1514.253664,-1151.321821,-1169.572441,-1348.46619,-1339.416034,-1442.081851
107,-1122.07791,-1337.622147,-1598.193024,-632.1772253,-1248.83529,-596.2879734,-284.8635284,-1140.763827,-975.6702103,-1130.102826,-66.39185615,-1172.517628,-1174.55049,-1073.279291,-982.1750914,-646.1187202,-862.9060086,-793.2470403,-1482.051938,-804.4154352,-638.8951112,-1232.46577,-1346.587585,-1277.662667
108,-1086.340359,-1374.05342,-1575.352076,-834.9328402,-897.0008731,-1197.31797,-96.42157367,-1159.091656,-1354.887277,-787.69806,-1134.983944,-949.5909272,-1131.170601,-559.7637278,-721.5927051,-758.8794745,-645.6240582,-793.5376557,-1394.583825,-739.3246803,-930.223091,-1315.789801,-1196.503653,-1580.19707
109,-1072.679177,-1306.887456,-1582.993386,-1043.975298,-755.8026488,-808.9929146,-201.6558443,-1129.123318,-1269.919456,-1052.986127,-577.8636508,-1340.467704,-1031.359726,-226.8874786,-601.5987578,-375.0474568,-703.544075,-769.5733562,-1504.044299,-962.8789532,-1188.405695,-1343.517942,-794.6939995,-1527.975889
110,-1019.934593,-1381.304936,-1496.754083,-873.7188233,-692.9576209,-998.8504205,-318.4430735,-1044.857253,-1290.617855,-756.3445791,-431.0975404,-1064.822029,-1094.097891,-423.0733047,-725.4026262,-308.4232743,-548.0127058,-933.8731195,-1512.380399,-1333.244243,-1170.517537,-1206.225247,-441.0729592,-1481.357361
111,-967.2706372,-1269.917795,-1489.432249,-964.9269643,-304.4682588,-817.1872832,-477.1671665,-1078.255272,-1132.395321,-890.7428875,-616.5139776,-953.141429,-811.0571706,-532.1829433,-650.5544247,-297.0854745,-486.8024367,-1200.454407,-1510.010535,-1307.036678,-1534.969532,-1350.217359,-589.1669355,-1478.70629
112,-1251.020414,-1295.68313,-1566.228735,-903.411176,-379.3360835,-428.9500296,-567.0348272,-734.9466678,-1235.707633,-1137.878361,-1340.047574,-764.0100008,-1269.879171,-962.8137356,-1343.059971,-197.2729699,-330.1107015,-1314.144635,-1368.837521,-1307.880453,-1363.60059,-1473.72105,-446.7111494,-1518.380921
113,-1181.411903,-1416.792222,-1482.493215,-769.4659619,-628.161834,-427.7019689,-786.2190108,-416.4399463,-1196.018406,-846.6791017,-1278.045087,-832.2733422,-1152.325443,-803.0670749,-998.2118316,-982.5722533,-289.7800486,-1334.205765,-1163.428228,-1165.296017,-1418.743392,-1392.328394,-819.2749116,-1527.173951
114,-775.9004253,-1190.341219,-1539.396073,-752.7369021,-872.4916397,-538.2349983,-957.0135585,-630.0190525,-1212.70998,-793.0482813,-848.2452091,-1455.671244,-1167.697845,-826.301476,-1159.097651,-779.8235617,-509.4443428,-1379.955264,-1216.357583,-176.0491229,-1312.53771,-1479.847262,-721.014391,-1508.6285
115,-1118.148613,-1134.365736,-1495.502214,-668.82932,-794.3224424,-955.8302744,-693.3050404,-1190.093292,-1295.726768,-791.0730039,-1259.399492,-1449.510743,-1081.237929,-838.2305406,-659.7175649,-356.5073004,-767.8007415,-1468.707221,-1558.032248,-1266.555106,-1473.887916,-1571.957881,-697.9610005,-1406.794261
116,-1269.473678,-1327.501912,-1560.304992,-1332.172732,-627.9531888,-604.5696721,-742.2848752,-967.1980698,-1057.541856,-839.9289589,-1128.876764,-289.9634746,-1313.028911,-194.5934242,-1066.050248,-306.0633095,-739.499891,-1340.609943,-1397.718742,-1317.014147,-1544.166348,-1527.04497,-1049.433838,-1517.869037
117,-1205.480972,-1189.439424,-1551.353787,-956.798247,-642.2512288,-1000.111724,-539.4134449,-616.2787422,-1027.603111,-916.7568596,-873.892196,-869.2530165,-1169.629532,-375.5310245,-1270.634935,-734.3723288,-567.9076797,-1260.737592,-1161.98772,-1415.758796,-1274.266916,-1484.314278,-1025.245344,-1549.284489
118,-1299.258961,-1194.946101,-1540.83437,-1487.94995,-734.1575468,-952.3850287,-360.265865,-597.52384,-1238.908317,-1160.848741,-1052.789142,-617.4051386,-1294.464018,-518.2780177,-1290.226221,-698.8718639,-539.581536,-1138.832554,-1349.049449,-1265.451631,-1123.537732,-1505.653443,-1084.716588,-1614.864964
119,-1036.653032,-1396.318979,-1435.909555,-1156.514466,-624.9578906,-1075.665347,-616.3114424,-651.1288351,-979.107274,-1238.826546,-568.9434022,-1548.555252,-1270.157448,-174.4886423,-1462.259549,-703.4563062,-559.2004103,-554.7951557,-1431.207807,-1409.929001,-975.8222488,-1484.23033,-458.2429122,-1483.074052
120,-1040.240224,-1162.998081,-1482.367769,-1267.605528,-625.5676658,-1353.375209,-262.7745311,-603.6655584,-706.6943286,-1304.203035,-1102.646519,-1310.052142,-1363.112369,-916.9066268,-1374.204699,-646.1389001,-221.1121531,-763.5775948,-1433.282628,-1373.886099,-1199.059087,-1469.501912,-813.8843961,-1002.460133
121,-794.2205977,-1359.017241,-1545.478237,-1300.432698,-827.0393625,-729.4556171,-331.8161425,-882.157039,-354.9441791,-1093.531958,-633.962998,-1633.804019,-1259.847669,-533.3472881,-1458.299128,-638.3586576,-284.5268344,-1087.764027,-1368.698247,-1367.285907,-1088.197029,-1534.18978,-1314.214554,-1234.639082
122,-724.8047545,-1130.757087,-1422.360027,-595.3470001,-709.7677417,-538.1367149,-425.364844,-795.9308029,-1062.448303,-1236.578529,-872.0136841,-941.7584015,-1236.480733,-760.2162643,-1358.801534,-541.2243171,-290.9084945,-1043.306096,-1490.880452,-1318.712762,-1124.061559,-1550.169102,-1227.15551,-1538.750102
123,-924.1709291,-927.5647795,-1322.284494,-795.0894418,-766.1723125,-1069.389069,-750.6155646,-825.638599,-932.1175065,-1082.928335,-1135.14608,-1029.045866,-1339.203979,-364.1391848,-1087.074872,-989.1034166,-385.8312922,-1080.634872,-1498.321382,-1333.419395,-1054.983965,-1501.975548,-1058.399835,-1358.059257
124,-960.2106953,-790.5542134,-1484.778977,-1017.69645,-904.3724732,-1141.529444,-162.3052359,-893.5417843,-1221.533995,-1019.204,-740.920397,-1399.959375,-1356.435771,-1093.147704,-1166.722594,-969.416666,-34.12640542,-1161.643228,-1466.032988,-1363.219832,-1002.69223,-1620.459023,-1189.738138,-815.7084427
125,-761.4709215,-777.3755327,-1393.031497,-711.5257617,-898.4560853,-752.5780033,-472.9704216,-692.221026,-805.0015678,-334.92053,-894.0614108,-1102.040805,-1555.716321,-570.6952115,-465.6719254,-1142.597584,-199.9916933,-909.2595338,-1423.267209,-1381.129331,-879.8249992,-1567.876288,-1190.618858,-679.3358971
126,-726.5836209,-703.6205307,-1546.691454,-1391.878494,-907.5129146,-1010.476789,-410.9948411,-808.1302377,-904.3547372,-993.17212,-1084.451392,-1205.646104,-1353.615868,-1014.024365,-1487.468992,-986.0032029,-258.2334038,-1326.181722,-1408.494855,-1364.143148,-697.5888508,-1550.654639,-1088.866806,-965.5622385
127,-717.067766,-759.7061597,-1448.739223,-669.9891045,-890.7619392,-1112.20118,-438.0055811,-982.8218825,-1230.567603,-1002.45719,-1147.352833,-1087.076836,-1395.312795,-482.0786553,-1183.912636,-545.4270405,-193.9101811,-565.4012919,-1442.483219,-1355.320432,-965.8382579,-1510.770358,-1141.083513,-1006.952039
128,-780.7736822,-683.6509217,-1456.276007,-996.1632527,-823.0321846,-986.6423984,-388.9699449,-979.4320427,-1132.685438,-1256.794278,-818.6671883,-1278.390248,-1465.880319,-706.9465087,-1391.273627,-217.0305375,-394.0144765,-1106.701963,-1523.164558,-1390.658784,-620.5417269,-1532.707531,-1201.953614,-973.9556546
129,-959.1607908,-753.3162757,-1482.483968,-1336.829853,-839.0927442,-915.7383216,-305.5020231,-904.8385276,-1155.494204,-1099.056682,-841.6208584,-1525.427811,-1303.925982,-620.79321,-788.9939024,-1226.992183,-158.8913628,-1058.210553,-1485.873339,-1247.62305,-1039.840916,-1531.619071,-768.2075208,-881.7975448
130,-925.3796566,-1016.419368,-1451.291809,-1267.358153,-867.1758213,-756.5689111,-428.0985024,-942.5958296,-672.5987627,-912.6171941,-948.8710378,-1206.381614,-1076.016234,-750.7437616,-1508.098256,-485.8260564,-165.736885,-488.2499927,-1359.249137,-1328.442201,-1100.9303,-1533.7685,-871.2123052,-960.8390535
131,-1074.247001,-1216.358449,-1521.262595,-595.0033333,-804.9219256,-902.9705517,-1065.238323,-1010.064272,-887.9114985,-1063.762888,-832.9721741,-953.3416657,-1190.77655,-545.2111547,-492.3299952,-1163.139452,-293.4184758,-452.1350049,-1407.066911,-1072.988636,-1133.65362,-1592.183861,-646.2181096,-898.3346485
132,-912.428695,-1169.043803,-1439.850804,-1088.482212,-850.2682245,-746.0684099,-250.2926,-1034.068673,-463.3465475,-1228.915669,-595.8306286,-1358.209662,-1304.505355,-524.8051997,-1417.346613,-1039.850338,-458.4564989,-511.8223981,-1491.576758,-203.1787168,-901.3017197,-1510.250386,-497.5506469,-792.7248479
133,-1048.099272,-1238.263813,-1423.871497,-1034.805327,-838.9467554,-601.9228507,-201.3773216,-1060.239339,-564.5044917,-980.5958881,-797.1267598,-1243.172777,-1365.533916,-732.0422888,-1356.400509,-779.2216133,-358.0642352,-441.1614219,-1257.446831,-324.7554696,-1019.712943,-1527.258564,-279.6472805,-820.3175117
134,-1091.12558,-1283.697897,-1501.04118,-653.101198,-897.1236442,-815.6940466,-166.9977083,-1200.408714,-1009.031482,-771.8064644,-774.0847871,-1411.188393,-1278.174046,-166.4437338,-1201.459386,-675.0376142,-1031.053645,-956.4638725,-1500.485282,-356.6167269,-1049.29864,-1534.858004,-217.8400921,-957.2173568
135,-1021.041346,-1299.478279,-1409.987354,-1051.612681,-963.7507936,-796.8887269,-300.0697002,-1016.684415,-785.6307003,-1358.085402,-609.1649784,-1364.438265,-1188.475739,-689.7229776,-861.5620765,-705.1277815,-659.7002437,-961.5916777,-1308.648702,-105.3712553,-1106.123098,-1540.55135,-417.4815698,-766.6018836
136,-1075.301166,-1221.57296,-1445.251707,-942.2739846,-1045.233237,-625.9038025,-132.9363915,-987.5372093,-1198.057689,-1175.016792,-934.1209141,-1210.24513,-1046.223531,-365.2013074,-1390.153911,-891.2376812,-614.260282,-1052.168163,-1429.408111,-315.1874038,-840.8668128,-1620.348192,-203.0252185,-1184.128529
137,-1175.173149,-1314.843575,-1339.427869,-1289.846553,-908.5864337,-643.3390209,-270.0357836,-962.6710883,-859.0222808,-779.3382437,-736.328912,-1471.045415,-963.0137389,-1057.125512,-1239.303082,-510.7708184,-438.999528,-1104.747763,-1443.951656,-130.2436379,-941.7079814,-1546.742227,-501.0405922,-1385.955665
138,-1114.741384,-1427.439881,-1503.675708,-1058.4101,-828.7825895,-968.1606104,-239.6249096,-917.6501188,-827.0421323,-345.7541182,-854.691427,-1049.299522,-1211.29853,-446.1228159,-1312.824379,-896.9791675,-637.9891617,-1036.339771,-1403.741114,-315.0476713,-739.7261872,-1545.229459,-573.4831468,-1197.872004
139,-1162.754355,-1478.703603,-1488.124396,-1185.698786,-737.0870726,-864.0374721,-201.50304,-941.69369,-1236.977024,-1304.012444,-584.4562582,-1114.082929,-1081.702898,-297.8666933,-640.1717408,-260.9106976,-589.1237657,-1018.901773,-1350.387746,-357.6888455,-1035.664795,-1531.365742,-407.2765152,-1314.184691
140,-895.808734,-1334.336333,-1452.783859,-822.0967522,-805.2396854,-891.2890718,-792.907111,-910.3719723,-934.6228279,-1154.400716,-698.7821765,-1051.132788,-1072.642712,-369.9550523,-395.9537492,-234.0428274,-550.6570549,-1122.545604,-1284.275871,-171.7626882,-1229.926775,-1566.69671,-165.5469878,-1037.775198
141,-747.8678879,-1246.600048,-1250.758477,-683.4465203,-608.0837248,-788.4221939,-157.9776487,-775.2328209,-1301.055497,-1410.20343,-1064.143108,-1487.056127,-1028.691142,-402.8353479,-1207.646298,-773.9035524,-579.2271853,-1293.573921,-1432.779756,-336.8660796,-944.1104461,-1341.04993,-577.3993065,-1341.974713
142,-1172.950356,-1010.811783,-1443.464605,-809.6785528,-598.8454674,-608.3497866,-617.5029561,-797.3143224,-906.7840601,-1200.260389,-947.0140453,-1204.850057,-1277.941446,-525.9421653,-799.4101898,-297.7620462,-492.3467047,-1292.068679,-1325.959258,-437.8637737,-917.1393201,-1544.562041,-376.0581439,-1249.667748
143,-864.4245965,-811.3414929,-1138.575901,-651.1392023,-711.2577237,-680.1808644,-533.8893738,-886.2981526,-900.4064252,-1534.666816,-1162.035316,-1115.722448,-986.5145812,-615.2895248,-581.2410255,-136.0065895,-268.4080031,-1163.289518,-1070.882984,-1209.930189,-955.369409,-1559.360657,-407.145747,-829.1412123
144,-1057.052005,-928.3566822,-1297.002285,-790.8276509,-744.7020708,-647.7261596,-245.0167648,-547.7148862,-1035.326105,-1185.000481,-1134.242924,-1394.49549,-1079.311083,-498.2175575,-474.5859026,-255.6650542,-349.2784128,-1113.200679,-1336.243763,-1224.453919,-873.3923168,-1583.250832,-952.8522543,-820.5967254
145,-986.7469679,-877.127365,-1367.982099,-776.1942615,-630.4851675,-990.4361418,-823.1103198,-1115.204932,-990.3162338,-945.1470467,-1107.007172,-1150.186162,-1293.496344,-405.567679,-571.4273707,-323.1891445,-429.4126764,-1076.531982,-1428.762751,-1176.247307,-824.262653,-1607.71495,-236.6291035,-1088.271388
146,-1005.88266,-890.2871633,-1427.180596,-165.5635441,-281.4753919,-550.5207454,-880.5713582,-1240.788653,-1161.485921,-1536.866689,-910.1257324,-1028.139128,-953.5672385,-875.431956,-828.7230949,-299.6611766,-642.5474866,-1101.164398,-1237.145207,-1291.599054,-962.8589031,-1556.695462,-496.8325176,-1410.301426
147,-959.5698172,-904.0988223,-1328.956279,-497.4347992,-347.8068217,-1306.456251,-261.6391609,-1227.795641,-1208.900302,-1127.880678,-549.9889095,-1143.951531,-1257.564937,-729.1770414,-727.0173104,-189.2353299,-566.3511752,-710.0730614,-1428.398995,-1183.97815,-944.860244,-1568.863367,-668.9786593,-1356.800291
