batch,3lanahdw - Epoch-avg,1ife0qil - Epoch-avg,tfvtshog - Epoch-avg,433ue2xx - Epoch-avg,e0dedoks - Epoch-avg,2lfb1f90 - Epoch-avg,mdpd09s2 - Epoch-avg,3f1szh6n - Epoch-avg,2o0lr4zq - Epoch-avg,73as3he7 - Epoch-avg,3sjxadky - Epoch-avg,1ygq8soq - Epoch-avg,3gz7izya - Epoch-avg,1u3xq86f - Epoch-avg,9pdaam52 - Epoch-avg,1eu9086i - Epoch-avg,38qfqzgl - Epoch-avg,gisbw50a - Epoch-avg,1ueeneqe - Epoch-avg,2vzwcwtv - Epoch-avg,3olusoh7 - Epoch-avg,hcvf3a5h - Epoch-avg,l0xvi90b - Epoch-avg,2pzhu18n - Epoch-avg
223,-131.6623434,-1282.034655,-1521.534133,-868.2850813,-1536.129188,-793.4655401,-740.1523852,-1322.339224,-1446.583005,-1591.598525,-1525.655018,-1386.906731,-560.438145,-1363.378916,-1056.474575,-382.8372815,-564.4853644,-725.5211994,-667.1920045,-1166.832902,-1564.30556,-1278.332606,-1593.468648,-1510.973867
224,-387.628183,-1349.393073,-1295.998094,-820.2838852,-1529.621679,-294.6873266,-519.37412,-995.5095805,-1578.053579,-1216.739563,-1488.00654,-1516.98961,-595.6112202,-1060.420554,-969.4411268,-520.1256781,-426.212858,-478.3903072,-877.966406,-992.5508546,-1603.521239,-1373.016637,-1418.262926,-1505.025373
225,-233.3898493,-1144.990035,-1419.528465,-962.806438,-1541.027509,-613.2799409,-283.7718355,-1110.217776,-1381.444357,-1159.299522,-1305.274428,-1453.675428,-634.7157684,-1213.661471,-1039.003871,-218.0288953,-371.6444243,-294.6956139,-859.7955729,-827.1434508,-1585.522526,-1312.375665,-1358.94496,-1465.891459
226,-300.2214871,-1201.3832,-1562.940696,-952.1720819,-1480.444394,-585.5398284,-225.4401924,-1188.44195,-1289.43309,-560.2519084,-1455.102207,-1526.855714,-796.3958221,-528.5863698,-1079.972516,-615.4984707,-394.0041107,-815.479195,-855.4363544,-988.2628505,-1615.500383,-1266.99211,-1470.572126,-1472.755004
227,-97.17793863,-1289.558922,-1331.639493,-954.9071423,-1535.178551,-132.2184704,-284.3920197,-1157.635851,-1257.592557,-788.4412558,-1589.260804,-1539.977111,-711.4684444,-575.4735829,-1168.731709,-656.5160938,-478.5453541,-950.0069638,-898.0730074,-1131.964927,-1634.039842,-1296.006409,-1600.263646,-1459.111672
228,-237.0454805,-1233.761051,-1542.492545,-1060.496571,-1502.555791,-400.1280036,-453.4931894,-1102.575786,-1437.094137,-560.2436198,-1529.008931,-1473.405012,-834.3547003,-417.3680605,-992.4190274,-163.1435658,-233.6162429,-526.3712144,-747.1790885,-1173.752857,-1573.838042,-1524.647049,-1497.50727,-1448.754311
229,-167.7198454,-1364.561072,-1398.695892,-1204.244024,-1414.754113,-945.9237339,-783.8214214,-1329.126021,-1606.723232,-1137.208503,-1507.509894,-1475.544936,-757.6198969,-440.2243942,-959.6849026,-293.3664685,-408.7375069,-411.0241098,-911.4735114,-1388.869653,-1552.642003,-1441.187783,-1485.785199,-1497.970873
230,-226.5878593,-1273.801413,-1546.893549,-1101.484016,-1652.48966,-358.603854,-516.7598117,-1381.978135,-1245.358366,-469.1628945,-1569.811527,-1562.976496,-819.0893817,-719.8608339,-899.0981932,-474.2728639,-920.8886298,-697.121937,-805.487822,-1247.971291,-1535.666029,-1329.633082,-1498.580826,-1552.607783
231,-162.256941,-1318.552388,-1322.911013,-1162.611317,-1484.639886,-703.6269021,-600.8518858,-1468.088432,-1197.016569,-1269.991444,-1515.771249,-1562.718063,-978.2751102,-614.9613825,-977.0205738,-176.8324005,-1182.437541,-129.2677246,-1047.704332,-1405.662926,-1566.025567,-1358.776705,-1462.379573,-1328.181791
232,-352.2962086,-1302.882955,-1469.18862,-1357.135577,-1509.806887,-424.2553774,-385.7226312,-1537.497757,-1462.87446,-782.6329714,-1550.501977,-1542.778087,-1030.895004,-978.246807,-849.7359785,-460.7867352,-1031.849511,-820.8129442,-1098.112949,-1336.372366,-1508.690227,-1540.573086,-1535.442045,-1487.387979
233,-429.3163147,-1387.982909,-1469.40988,-1234.469928,-1570.516843,-492.5207559,-473.716307,-1455.027588,-1385.995227,-1114.683312,-1523.46639,-1547.843848,-1021.427511,-1021.524755,-899.8082382,-149.3149912,-1014.501368,-1069.619462,-1085.004621,-1383.872368,-1606.076925,-1156.303859,-1252.982683,-1471.038844
234,-313.5968274,-1469.778898,-1505.221194,-1110.766979,-1499.871943,-553.998233,-224.2611105,-1554.4948,-1321.383905,-1082.956524,-1553.23544,-1507.782219,-897.1946379,-1216.274657,-766.2645649,-268.9236363,-1092.061512,-699.6836581,-1070.807748,-1418.185634,-1517.169763,-1475.77096,-1270.362285,-1465.812885
235,-233.1982249,-1323.371639,-1281.43809,-1368.529569,-1512.245536,-521.5215292,-383.9103699,-1525.913541,-1328.223079,-1164.177464,-1557.419094,-1499.145969,-844.6969815,-1178.788555,-783.338937,-506.2532137,-535.2239772,-961.1461925,-878.9414415,-1313.784733,-1571.15306,-1472.823627,-1358.312795,-1422.447548
236,-1051.050966,-1408.381186,-1606.270402,-932.7030079,-1534.330526,-360.8907103,-382.5193296,-1368.877611,-1338.637188,-1197.800193,-1570.538528,-1513.879825,-773.9907995,-854.0318427,-826.8559235,-304.1264029,-322.2343724,-991.029499,-857.0571086,-1065.518118,-1562.134123,-1379.31462,-614.0137898,-1460.181797
237,-837.3930469,-1362.868326,-1377.430067,-1059.517201,-1499.742721,-797.61061,-66.25154461,-1430.751453,-1329.437686,-886.8733604,-1586.124295,-1588.378656,-815.8889729,-698.5170271,-769.4358801,-254.7583967,-940.3198719,-1275.371733,-797.8084835,-1023.249621,-1581.241354,-1245.599802,-992.6631173,-1492.441886
238,-236.0059877,-1530.195046,-1304.805978,-1096.330061,-1455.594526,-856.7843377,-633.4716812,-1516.973957,-1492.677726,-1192.064623,-1562.157596,-1548.771694,-954.8780818,-891.6446794,-809.7755648,-621.9751221,-848.3756755,-950.6703543,-786.2332071,-969.3441011,-1607.082668,-1403.685892,-1013.142271,-1505.420032
239,-709.6597075,-1393.05803,-1305.115014,-1177.505662,-1530.488585,-1122.842783,-612.5764785,-1443.380414,-1230.803654,-802.0631048,-1547.727941,-1614.674262,-1201.179693,-611.5656578,-879.2069281,-649.8376746,-740.1765066,-1308.532969,-735.3671117,-792.2017889,-1548.482528,-1431.579607,-1366.88553,-1412.167654
240,-334.6517806,-1358.719527,-1320.731992,-1247.561544,-1491.929679,-908.2789647,-485.0045084,-1373.578301,-1345.534899,-757.0685662,-1589.548931,-1591.551844,-1020.571791,-948.0933815,-841.0498939,-637.474454,-1280.304804,-1019.332056,-605.9720965,-811.8743655,-1566.025274,-1454.546088,-1390.097378,-1380.148897
241,-135.1522451,-1340.923684,-1404.82328,-1099.602583,-1449.838677,-824.2977917,-231.2732657,-1480.358183,-1467.685436,-1229.953936,-1631.77981,-1569.757083,-925.2668597,-543.320081,-841.8788557,-598.3204472,-1140.341419,-1360.389496,-738.4127935,-445.2188828,-1564.038047,-1433.30243,-1069.031147,-1321.560705
242,-480.5831299,-1330.276019,-1448.016468,-1225.431029,-1262.169716,-711.2656846,-549.7846158,-1508.593592,-1426.855442,-1168.00851,-1595.23076,-1561.015492,-950.9569981,-876.7805962,-941.92246,-987.7913808,-432.315949,-1320.62348,-780.6585166,-130.3178527,-1572.503431,-1193.747734,-1541.863344,-1357.400676
243,-686.2524209,-1296.570248,-1323.963107,-1137.102893,-1332.327183,-803.563187,-951.0158949,-1577.002428,-1583.7051,-1009.253041,-1562.700575,-1559.696056,-1216.178476,-906.8917125,-819.9456186,-382.5506077,-1381.665903,-1330.756025,-763.9967303,-951.6638736,-1621.637939,-1393.910349,-1487.71696,-1494.279747
244,-456.9465817,-1248.140689,-1414.313852,-1037.646636,-1339.410705,-790.1532887,-852.8068076,-1610.2272,-1374.282399,-1421.562406,-1608.858293,-1567.412844,-1058.470837,-1043.222189,-927.2716127,-427.7331442,-413.4806374,-1387.214347,-999.731368,-493.2279139,-1609.507503,-1320.455763,-1454.367658,-1424.654832
245,-490.3684331,-1283.583784,-1487.01798,-1032.15027,-1351.61946,-1249.103341,-693.2584396,-1563.440749,-1230.783303,-1113.290912,-1610.889031,-1517.360291,-1182.885437,-1016.833437,-847.4087465,-162.438753,-714.354118,-958.2482747,-1084.807778,-977.1005316,-1601.693192,-1627.852723,-1435.906906,-1363.204806
246,-528.9536996,-1196.84577,-1343.242286,-1121.005235,-1335.322756,-1025.19162,-521.3789211,-1597.645099,-1504.689932,-1163.652563,-1591.846029,-1508.908693,-1315.281146,-1092.911489,-937.4346537,-360.8722753,-482.7728506,-643.4745775,-1136.779863,-683.1330952,-1553.125218,-1471.876724,-1327.013192,-1503.702336
247,-286.8668753,-1282.468917,-1651.736212,-1119.4587,-1153.065984,-1227.688948,-451.6352708,-1584.911956,-1447.123949,-1369.524653,-1598.409731,-1576.495527,-1240.232496,-1244.062111,-779.1315632,-34.44396289,-197.8072704,-1368.403327,-842.4621221,-370.6780431,-1485.052945,-1424.043826,-1332.008205,-1349.154669
248,-174.809734,-1291.624112,-1372.814248,-1046.419155,-1475.709019,-915.880799,-536.9984293,-1584.114333,-1372.205834,-1400.269402,-1556.002443,-1537.152792,-1313.320105,-1106.040222,-831.729264,-554.1056466,-536.8905273,-1297.451906,-1003.932618,-290.6259014,-1586.625092,-1634.720717,-1519.126317,-1596.320372
249,-271.2600091,-1158.508761,-1278.861943,-919.8043859,-1381.046557,-631.2792683,-604.8992112,-1621.926376,-1372.605277,-755.0915667,-1550.701115,-1551.947793,-1315.389994,-1044.675292,-923.7691762,-248.9244736,-766.0165807,-1353.372296,-1153.542751,-533.4768667,-1590.820873,-1531.51862,-1453.786474,-1560.288843
250,-597.7509081,-1161.602224,-1536.75146,-1097.227274,-1196.402793,-1198.576366,-786.1616031,-1613.864059,-1438.20174,-763.0013303,-1594.256643,-1509.211345,-1286.754562,-1081.450689,-900.4862169,-162.9813834,-1205.357614,-1274.922801,-1002.272362,-576.9188718,-1611.501038,-1435.626553,-1361.479061,-1380.707566
251,-756.8349818,-1230.173849,-1241.309393,-1058.544389,-1303.08333,-1259.277128,-832.1477827,-1565.850656,-1638.264744,-1155.631457,-1617.700143,-1459.951753,-1296.305201,-954.5525077,-867.7456308,-155.4116665,-1074.090903,-1380.162166,-1310.174298,-575.4713553,-1557.48989,-1583.42646,-1163.902542,-1462.5335
252,-488.8671338,-1230.004368,-1344.32972,-1106.376367,-1337.21322,-1228.352896,-797.5262551,-1568.322306,-1453.390358,-1493.284114,-1539.523243,-1576.76708,-1347.925993,-951.2685492,-841.5548647,-217.4254969,-1358.005524,-1393.000177,-1066.318562,-450.8458933,-1605.304011,-1568.022542,-1409.843987,-1553.255845
253,-989.5140231,-1363.936312,-1490.623413,-1189.877851,-1304.431608,-1044.068756,-382.4724053,-1589.422911,-1339.234072,-1314.376277,-1560.306137,-1479.712378,-1167.926714,-661.9636589,-725.2653477,-246.0711476,-1557.545913,-1422.050143,-1085.831442,-708.1047323,-1535.246226,-1611.892082,-1345.868712,-1396.748115
254,-1123.53902,-1286.069901,-1445.702255,-988.8146523,-1263.242159,-1182.564273,-160.0403524,-1595.807098,-1581.692832,-1582.381635,-1619.32702,-1512.155217,-1231.549008,-874.5238531,-758.7025118,-216.1694309,-844.9155942,-1527.667435,-1079.229792,-323.9158439,-1561.640293,-1588.00543,-1497.587207,-1423.160242
255,-891.4962724,-1353.317792,-1233.948838,-1019.048163,-1328.32987,-136.177162,-281.6440572,-1583.397826,-1591.686426,-895.499382,-1584.244053,-1391.66887,-954.9544522,-891.6714777,-809.1999174,-312.770186,-1367.289589,-1511.944417,-1257.738914,-540.5705069,-1573.968709,-1546.859915,-1257.461464,-1541.816225
256,-1206.39774,-1217.812883,-1623.981195,-906.1459678,-1317.693382,-1135.518359,-316.3507152,-1592.535505,-1631.347641,-1416.227043,-1601.057625,-1441.47749,-1285.568192,-967.30549,-889.6202005,-456.0920839,-123.733887,-1478.422686,-816.3952884,-780.961749,-1568.014491,-1521.65093,-1177.612278,-1361.950174
257,-1238.199869,-1228.780382,-1540.69734,-784.9939793,-1276.13295,-297.4318693,-378.5975354,-1574.529865,-1537.101208,-1159.894224,-1578.944324,-1411.057303,-894.6903895,-1321.251119,-995.6317736,-760.3336069,-1210.749733,-1434.239412,-1105.715041,-127.5919026,-1554.715971,-1472.941813,-1284.377492,-1410.156129
258,-1234.989589,-1280.389107,-1413.952288,-883.1979076,-1313.431267,-629.955808,-544.4549139,-1610.538921,-1571.353585,-1334.12343,-1611.249211,-1434.667929,-893.7999341,-374.7399449,-934.4268005,-785.6274497,-905.4597294,-1514.954092,-905.8762907,-466.9955279,-1549.590346,-1572.617465,-1268.970739,-1253.400224
259,-1265.268648,-1212.863679,-1418.645283,-902.3658039,-1355.00323,-762.9709993,-623.7072659,-1516.896251,-1592.451502,-1347.47546,-1608.789489,-1415.840349,-765.4905648,-1032.580049,-946.2445631,-635.3365474,-805.1048082,-1342.728192,-1065.21438,-544.0250688,-1572.75916,-1499.251156,-1418.404287,-1257.961857
260,-1244.750302,-1346.91104,-1532.765684,-864.214452,-1479.779639,-688.9172278,-444.4040324,-1572.051195,-1643.056869,-1579.016191,-1564.697221,-1416.851663,-1187.993334,-1152.730118,-1078.836399,-375.3652853,-541.818386,-1438.040806,-1250.410861,-173.7975019,-1617.52557,-1541.602243,-1393.495845,-1392.387259
261,-922.0752174,-1282.107469,-1242.435737,-923.142931,-1363.346344,-706.4563978,-362.8391564,-1542.03089,-1591.369835,-1429.428289,-1579.692444,-1250.349792,-899.9254318,-560.8594821,-923.10368,-288.2909624,-1204.182894,-1516.823105,-1302.108177,-607.2378425,-1565.414239,-1559.434224,-1285.25695,-1332.98419
262,-1253.953022,-1441.719483,-1437.699655,-938.471273,-1356.706077,-535.6095244,-946.4827833,-1374.544722,-1585.711737,-1356.414981,-1565.479289,-1456.592151,-688.8815046,-722.9240105,-924.8969998,-408.6832728,-201.6416783,-1438.80671,-1219.162589,-716.9048922,-1549.032349,-1488.811722,-1310.081932,-1320.915714
263,-889.9136954,-1281.182926,-1529.854943,-962.3072124,-1311.357969,-753.7895699,-664.3050149,-1552.76037,-1612.893754,-1291.650018,-1562.583048,-1394.363524,-838.0413807,-854.3000783,-839.4632943,-285.0466498,-486.628143,-1538.566327,-1148.341457,-773.2645149,-1600.320248,-1588.352181,-1152.384706,-1344.691904
264,-1092.200948,-1393.188618,-1484.409379,-842.8253677,-1199.716829,-651.8009788,-768.8691734,-1518.525723,-1581.72646,-1520.266074,-1629.295688,-1523.933284,-797.771719,-737.0963786,-757.9014636,-510.950431,-521.1615636,-1229.911653,-1297.973052,-462.7889381,-1587.797499,-1524.145937,-1378.765227,-1289.712092
265,-872.7115623,-1426.106992,-1477.660702,-893.3387634,-1461.958237,-668.9211298,-389.1177399,-1489.032353,-1567.284063,-1438.447273,-1609.101134,-1489.813954,-771.8294063,-645.5181621,-922.5573772,-192.064073,-556.6842358,-1498.619075,-1353.162365,-804.6742119,-1584.443578,-1570.149773,-1397.036939,-1368.56052
266,-1237.948596,-1314.360005,-1550.883962,-1049.392356,-1094.117133,-626.3439474,-648.362747,-1291.74722,-1363.597704,-1444.286488,-1599.025649,-1543.134324,-768.8031537,-1139.334427,-669.2942898,-532.3143657,-300.9632572,-1437.979749,-1283.292659,-1018.616314,-1547.757496,-1554.14295,-1394.464582,-1226.129183
267,-1189.236567,-1445.231951,-1291.127133,-1217.428859,-1399.668229,-514.6116264,-1129.017956,-1374.799374,-1462.188858,-357.7825116,-1575.253791,-1405.568195,-740.6451994,-1244.50773,-763.2104964,-592.073345,-287.3750532,-1506.046041,-1287.669936,-1133.459655,-1602.228673,-1493.995792,-1319.492043,-1220.547584
268,-836.023272,-1361.040663,-1471.069678,-1221.021657,-1037.542814,-1169.630271,-1421.978755,-1267.10751,-1469.96944,-1185.95665,-1558.320674,-1446.117127,-654.8702672,-1301.218769,-863.0432852,-162.3475085,-195.4366617,-1483.992964,-1383.661091,-1098.128327,-1576.348634,-1512.597055,-1173.032666,-1329.529992
269,-1085.707329,-1350.710702,-1484.480422,-818.0703438,-1316.021022,-824.3367734,-1393.406494,-1555.426123,-1465.424863,-954.9855485,-1556.244801,-1453.551368,-564.7501407,-1379.256974,-897.8302239,-195.2837912,-282.6170051,-1513.650239,-1342.055982,-1008.502601,-1593.880164,-1482.607701,-1407.554656,-1312.87324
270,-569.0462853,-1282.668634,-1541.052127,-748.2956764,-1256.691277,-701.081691,-1357.533573,-1371.627831,-1449.308636,-1250.130907,-1574.635831,-1079.811502,-721.5275371,-1272.751231,-799.3728781,-222.8417767,-263.0807396,-1541.336804,-1365.03055,-1346.829543,-1616.392367,-1516.424475,-1460.28048,-1423.639756
271,-1187.986548,-1311.663281,-1597.367273,-682.8011472,-1332.878086,-417.8196142,-1447.82365,-1530.304106,-1582.725816,-1120.478491,-1616.193218,-972.3963199,-638.2588935,-1233.054827,-695.8882122,-1023.578839,-199.1734,-1460.168366,-1504.897405,-956.6085522,-1596.125791,-1453.734291,-1431.967022,-1448.733019
272,-902.8085631,-1344.067455,-1322.462823,-760.2956177,-1271.948891,-415.3095812,-1227.94259,-1474.294221,-1533.295107,-597.0787443,-1560.367943,-978.6017643,-490.1217653,-1342.761456,-724.7979148,-478.8108606,-264.3096191,-1552.061975,-1433.830354,-1007.059067,-1580.40753,-1500.971838,-1424.414412,-1477.43081
273,-1044.221263,-1471.956121,-1386.377264,-826.5080759,-1187.137572,-665.9808424,-1166.171148,-1555.508468,-1322.564498,-96.61068909,-1596.39037,-810.7487875,-499.7803487,-1286.740164,-762.682374,-393.3089052,-199.4126269,-1559.920068,-1445.482698,-993.9223392,-1563.569287,-1566.157745,-1394.298051,-1423.492608
274,-1186.375242,-1453.02735,-1280.924052,-767.5669832,-1126.067648,-419.9410612,-1245.584103,-1454.125918,-1599.163181,-797.9358597,-1560.311092,-834.1658715,-543.7420681,-1173.351293,-858.490126,-132.1865802,-469.951369,-1592.768848,-1429.44425,-1205.651203,-1558.120263,-1567.751751,-1480.239013,-1471.677848
275,-1067.975152,-1404.352557,-1534.915266,-635.3645507,-1265.940992,-1180.882777,-915.1043945,-1646.344428,-1511.887009,-1329.279582,-1594.414335,-969.4598038,-500.5095187,-1239.651605,-938.9821864,-485.9488853,-590.9247103,-1269.32877,-1398.803804,-1090.759904,-1604.949314,-1571.817334,-1402.857149,-1452.014602
276,-1169.487121,-1441.057176,-1434.253598,-667.2395987,-1219.590069,-763.1589351,-608.4857593,-1433.875066,-1425.666334,-1032.213854,-1581.751949,-782.6210106,-1150.676833,-1046.133611,-942.5493473,-397.5538505,-1154.799642,-1497.491545,-1055.04648,-1008.092791,-1558.960945,-1409.684594,-1358.964443,-1367.28553
277,-940.739456,-1403.43907,-1453.53142,-597.5499225,-1335.67384,-288.305699,-833.767528,-1348.935964,-1489.779427,-1058.404034,-1582.856521,-897.7313785,-1066.83107,-1062.496968,-962.9005349,-315.5950179,-552.9467726,-1451.427207,-1298.814537,-842.8801988,-1544.159357,-1455.459745,-1238.896911,-1521.083966
278,-528.2809753,-1411.008275,-1280.642825,-674.8924013,-1226.43719,-543.3924062,-722.9135101,-1546.181516,-1405.302793,-1202.726052,-1614.119734,-765.9785032,-1201.194084,-813.8177349,-854.8374569,-409.6427879,-204.9915514,-1505.316302,-1473.09423,-1057.750757,-1506.209154,-1538.762456,-1329.060755,-1504.632064
279,-1051.64516,-1309.276389,-1407.260018,-733.185266,-1423.931981,-290.4400064,-569.7030741,-1401.849525,-1537.398125,-780.6706909,-1614.366433,-817.3973397,-1118.087654,-809.9610661,-818.4490301,-286.4274386,-385.7276356,-1580.539157,-1251.184922,-1180.005674,-1554.621815,-1572.086743,-1436.266183,-1430.179715
280,-1158.23098,-1218.416252,-1561.920796,-824.6583356,-1282.515221,-590.7180211,-520.761168,-1375.697359,-1529.696769,-1528.797574,-1579.192159,-885.6391738,-1035.418543,-814.256493,-899.6392786,-484.5274135,-489.2834735,-1573.866475,-1414.874217,-1082.429442,-1587.333581,-1515.801422,-1329.896198,-1462.629779
281,-1041.322446,-1316.930077,-1473.272062,-964.1253967,-1269.65226,-441.4708083,-431.3903389,-1383.593281,-1613.476246,-961.9284162,-1600.402094,-947.7235155,-740.2996656,-839.0620637,-795.1181571,-386.3490462,-663.4806088,-1625.809911,-1436.310474,-1385.935907,-1540.668387,-1589.093046,-1271.035996,-1361.262371
282,-989.285669,-1422.162236,-1323.743296,-874.7761824,-1184.607885,-224.9000272,-406.5518568,-1383.030665,-1512.998935,-794.7592925,-1629.342707,-867.9868186,-475.8091936,-427.1210347,-801.1695894,-704.2385966,-298.3823175,-1541.619187,-1270.436988,-1392.39688,-1603.259657,-1505.649877,-1330.979208,-1371.405196
283,-833.0093843,-1557.387589,-1512.887143,-848.5776937,-1419.337809,-233.4350962,-474.4671647,-1399.113387,-1492.758039,-1244.305436,-1590.807118,-745.1064574,-462.745048,-556.6416219,-971.9828808,-484.9830026,-424.7563974,-1527.767428,-1204.984975,-1141.776795,-1547.143598,-1499.148978,-1385.248289,-1264.209802
284,-718.5325993,-1421.868014,-1391.524027,-654.726583,-1246.176082,-490.9343081,-532.2070336,-1470.008869,-1528.56374,-1577.814619,-1622.301272,-840.4843394,-1037.071544,-721.6524847,-1020.220506,-343.4480055,-639.1692872,-1476.139323,-1470.113866,-1172.797894,-1531.313467,-1438.596372,-1549.818927,-1145.499681
285,-721.8742579,-1494.657307,-1519.997391,-603.7566004,-1256.682257,-792.867274,-1097.213967,-1463.2946,-1521.858569,-818.820982,-1604.801514,-1099.563669,-607.9359333,-1210.2443,-992.7743514,-747.7472696,-548.2791117,-1560.810516,-1329.671396,-1244.797942,-1556.846212,-1474.686237,-1504.541893,-1253.185256
286,-887.1445262,-1384.271004,-1381.128496,-642.6580933,-1227.304905,-781.8488651,-867.3948155,-1028.279117,-1608.415339,-577.9318386,-1580.553233,-1044.095174,-729.1629573,-1229.385711,-1027.170132,-1215.264267,-458.0064081,-1551.564011,-1476.414353,-1291.423574,-1575.248162,-1423.566973,-1398.03887,-1299.850335
287,-975.009719,-1515.222477,-1438.134716,-656.4872964,-1264.220601,-422.1901887,-1033.889947,-1320.121697,-1493.029939,-1209.321268,-1587.320861,-1118.139349,-866.5647363,-1201.361207,-1031.620011,-884.0714076,-809.6188003,-1360.365043,-1430.286875,-1185.269647,-1521.192369,-1527.919886,-1327.453018,-1289.041068
288,-675.03608,-1491.742263,-1372.241501,-569.2531495,-1236.994269,-470.5460915,-1110.278187,-1473.359336,-1388.294551,-804.5883856,-1566.420769,-916.183884,-954.149096,-1240.467341,-1043.960987,-462.3546226,-1241.91967,-1196.948545,-1550.529377,-1020.579661,-1563.283815,-1367.530633,-1360.629834,-1110.956883
289,-880.4510889,-1508.317559,-1358.442975,-431.4514513,-1303.955371,-235.6627476,-1114.805876,-1306.222099,-1611.092666,-967.4644902,-1637.863427,-744.6731608,-1052.356723,-1352.61549,-1017.128687,-627.371622,-1202.490806,-1406.103323,-1278.73313,-1018.81215,-1575.147178,-1356.121409,-1205.880438,-1354.134888
290,-932.2704177,-1562.583166,-1361.478529,-342.9317355,-1303.367713,-468.366892,-1063.203428,-1289.855028,-1628.135788,-1347.970299,-1566.907389,-927.1742778,-1233.879013,-909.0502411,-1001.281039,-423.2206654,-1438.405943,-1468.475613,-1484.170089,-1295.992322,-1521.524092,-1544.801659,-1446.304928,-1337.154623
291,-1101.351528,-1535.180925,-1417.221195,-237.0026362,-1281.021643,-385.6281261,-843.9010964,-1484.906852,-1575.565352,-960.014101,-1592.404746,-789.6141403,-972.7108811,-1139.962189,-978.3723424,-500.372676,-1068.534118,-1529.685123,-1184.490594,-1272.062963,-1522.461675,-1503.634447,-1331.226449,-1400.683958
292,-1116.641719,-1555.509087,-1230.426859,-166.1511653,-1314.788717,-328.1609525,-228.0980178,-1216.019011,-1627.645837,-1029.540003,-1587.976074,-881.0576259,-952.8289556,-653.7919042,-936.7762821,-581.8749955,-1165.102686,-1539.635889,-1303.462155,-893.6577503,-1526.388959,-1468.845359,-1214.725613,-1423.6095
293,-1259.732227,-1482.036458,-1302.841547,-421.6041908,-1191.450441,-555.2460712,-603.9062546,-1324.563207,-1405.303536,-926.4985959,-1615.796457,-769.6841332,-589.7612859,-670.9391462,-996.543689,-842.6776734,-518.7273988,-1506.508718,-1433.665383,-1020.494779,-1507.961594,-1505.683875,-1528.876046,-1448.329608
294,-1151.622235,-1506.004372,-1240.269867,-230.2112245,-1363.893034,-697.675617,-749.203408,-1523.289771,-1607.187486,-1142.903167,-1613.994883,-824.7708161,-426.4589017,-654.4309498,-959.9315749,-1090.077916,-474.2261899,-1552.721079,-1391.802996,-1020.207855,-1576.144619,-1452.37631,-1345.966651,-1325.487233
295,-1155.400194,-1578.411963,-1231.497636,-263.5241299,-1348.920287,-1028.491124,-743.502629,-1339.669335,-1483.82227,-829.7776803,-1610.393566,-702.7887255,-844.1285914,-865.0183981,-842.1124628,-1125.767206,-510.0805322,-1492.048275,-1472.487572,-1008.182515,-1471.461367,-1454.214814,-1515.335417,-1286.076694
296,-1111.66467,-1501.733103,-1421.076324,-222.3299998,-1218.835959,-1080.490568,-1092.482815,-1500.636883,-1619.657755,-537.152641,-1608.462902,-646.5382668,-950.765548,-937.9872367,-925.2360387,-836.2456086,-942.9598756,-1428.009515,-1466.443216,-1188.344122,-1440.644939,-1339.096433,-1528.028168,-1481.074601
297,-1190.081987,-1416.7091,-1358.997804,-557.2511102,-1258.692515,-1000.535877,-1218.20502,-1493.307301,-1240.596926,-435.9153148,-1630.525433,-730.6677046,-1215.457189,-172.0451236,-1065.705945,-623.9391614,-917.730322,-1499.900781,-1405.81124,-1169.387561,-1258.924344,-1348.960064,-1412.950974,-1459.178952
298,-960.5778507,-1511.389239,-1520.948462,-813.2043565,-1413.671478,-555.2968439,-919.1812653,-1461.261583,-1339.335518,-1293.532444,-1614.260031,-843.4451796,-1130.371268,-463.2968033,-1220.957624,-202.1325241,-1141.89964,-1585.982636,-1473.411942,-1032.783046,-1280.066543,-1595.718857,-1484.040176,-1424.163213
299,-1199.498522,-1560.006968,-1346.900491,-1169.382839,-1287.389645,-585.0199013,-880.1623621,-1637.484218,-1577.809213,-707.3914364,-1546.927226,-742.928823,-1443.29964,-718.0519216,-1349.871594,-994.8086059,-1259.995725,-1445.213617,-1375.367828,-917.6600771,-1255.001475,-1285.662134,-1220.200959,-1463.242215
